chemName,GeneId,action,chemId
gadoxetic acid,SLCO1B3,unknown,CHEMBL2221312
gadoxetic acid,ABCC3,unknown,CHEMBL2221312
gadoxetic acid,ABCC2,unknown,CHEMBL2221312
gadoxetic acid,ABCC4,unknown,CHEMBL2221312
aflibercept,VEGFA,yes,CHEMBL1742982
aflibercept,PGF,yes,CHEMBL1742982
aflibercept,VEGFB,yes,CHEMBL1742982
ocriplasmin,FN1,yes,CHEMBL2095222
ocriplasmin,A2M,no,CHEMBL2095222
ocriplasmin,SERPINF2,no,CHEMBL2095222
carfilzomib,PSMB5,yes,CHEMBL451887
carfilzomib,PSMB8,yes,CHEMBL451887
carfilzomib,PSMB1,yes,CHEMBL451887
carfilzomib,PSMB9,yes,CHEMBL451887
carfilzomib,PSMB2,yes,CHEMBL451887
carfilzomib,PSMB10,yes,CHEMBL451887
carfilzomib,ABCB1,unknown,CHEMBL451887
linaclotide,GUCY2C,yes,CHEMBL3301675
arbaclofen,GABBR1,yes,CHEMBL301742
arbaclofen,GABBR2,yes,CHEMBL301742
arbaclofen placarbil,GABBR1,yes,CHEMBL2107312
arbaclofen placarbil,GABBR2,yes,CHEMBL2107312
arbaclofen placarbil,SLC16A1,unknown,CHEMBL2107312
mirabegron,ADRB3,yes,CHEMBL2095212
mirabegron,ADRB1,unknown,CHEMBL2095212
mirabegron,CYP3A4,no,CHEMBL2095212
mirabegron,CYP2D6,no,CHEMBL2095212
mirabegron,BCHE,no,CHEMBL2095212
mirabegron,UGT2B7,no,CHEMBL2095212
mirabegron,UGT1A3,no,CHEMBL2095212
mirabegron,UGT1A8,no,CHEMBL2095212
mirabegron,ALB,no,CHEMBL2095212
mirabegron,ORM1,no,CHEMBL2095212
mirabegron,ABCB1,unknown,CHEMBL2095212
mirabegron,SLCO1A2,unknown,CHEMBL2095212
mirabegron,SLC22A1,no,CHEMBL2095212
mirabegron,SLC22A2,no,CHEMBL2095212
mirabegron,SLC22A3,no,CHEMBL2095212
peginesatide,EPOR,yes,CHEMBL2107866
tofacitinib,JAK1,yes,CHEMBL221959
tofacitinib,JAK2,yes,CHEMBL221959
tofacitinib,JAK3,yes,CHEMBL221959
tofacitinib,TYK2,unknown,CHEMBL221959
tofacitinib,CYP3A4,no,CHEMBL221959
tofacitinib,CYP2C19,no,CHEMBL221959
tofacitinib,ALB,unknown,CHEMBL221959
regorafenib,FLT1,yes,CHEMBL1946170
regorafenib,KDR,yes,CHEMBL1946170
regorafenib,FLT4,yes,CHEMBL1946170
regorafenib,KIT,yes,CHEMBL1946170
regorafenib,PDGFRA,yes,CHEMBL1946170
regorafenib,PDGFRB,yes,CHEMBL1946170
regorafenib,FGFR1,yes,CHEMBL1946170
regorafenib,FGFR2,yes,CHEMBL1946170
regorafenib,TEK,yes,CHEMBL1946170
regorafenib,DDR2,yes,CHEMBL1946170
regorafenib,NTRK1,yes,CHEMBL1946170
regorafenib,EPHA2,yes,CHEMBL1946170
regorafenib,RAF1,yes,CHEMBL1946170
regorafenib,BRAF,yes,CHEMBL1946170
regorafenib,MAPK11,yes,CHEMBL1946170
regorafenib,FRK,yes,CHEMBL1946170
regorafenib,ABL1,yes,CHEMBL1946170
regorafenib,RET,yes,CHEMBL1946170
regorafenib,CYP3A4,unknown,CHEMBL1946170
regorafenib,UGT1A9,unknown,CHEMBL1946170
regorafenib,CYP2C8,unknown,CHEMBL1946170
regorafenib,CYP2C9,unknown,CHEMBL1946170
regorafenib,CYP2B6,unknown,CHEMBL1946170
regorafenib,UGT1A1,unknown,CHEMBL1946170
regorafenib,CYP2C19,unknown,CHEMBL1946170
regorafenib,ABCB1,unknown,CHEMBL1946170
regorafenib,ABCG2,unknown,CHEMBL1946170
aclidinium,CHRM1,yes,CHEMBL1194325
aclidinium,CHRM2,yes,CHEMBL1194325
aclidinium,CHRM3,yes,CHEMBL1194325
aclidinium,CHRM4,yes,CHEMBL1194325
aclidinium,CHRM5,yes,CHEMBL1194325
aclidinium,BCHE,no,CHEMBL1194325
enzalutamide,AR,yes,CHEMBL1082407
enzalutamide,CYP2C8,unknown,CHEMBL1082407
enzalutamide,CYP3A4,unknown,CHEMBL1082407
enzalutamide,CYP2C9,unknown,CHEMBL1082407
enzalutamide,CYP2C19,unknown,CHEMBL1082407
enzalutamide,CYP2B6,unknown,CHEMBL1082407
enzalutamide,CYP3A5,unknown,CHEMBL1082407
enzalutamide,ALB,unknown,CHEMBL1082407
enzalutamide,SERPINA7,no,CHEMBL1082407
enzalutamide,ABCB1,unknown,CHEMBL1082407
teduglutide,GLP2R,yes,CHEMBL2104987
ponatinib,ABL1,yes,CHEMBL1171837
ponatinib,BCR,yes,CHEMBL1171837
ponatinib,KIT,unknown,CHEMBL1171837
ponatinib,RET,unknown,CHEMBL1171837
ponatinib,TEK,unknown,CHEMBL1171837
ponatinib,FLT3,unknown,CHEMBL1171837
ponatinib,FGFR1,unknown,CHEMBL1171837
ponatinib,FGFR2,unknown,CHEMBL1171837
ponatinib,FGFR3,unknown,CHEMBL1171837
ponatinib,FGFR4,unknown,CHEMBL1171837
ponatinib,LCK,unknown,CHEMBL1171837
ponatinib,SRC,unknown,CHEMBL1171837
ponatinib,LYN,unknown,CHEMBL1171837
ponatinib,KDR,unknown,CHEMBL1171837
ponatinib,PDGFRA,unknown,CHEMBL1171837
ponatinib,CYP3A4,unknown,CHEMBL1171837
ponatinib,CYP2C8,unknown,CHEMBL1171837
ponatinib,CYP2D6,unknown,CHEMBL1171837
ponatinib,CYP3A5,unknown,CHEMBL1171837
ponatinib,ABCB1,unknown,CHEMBL1171837
ponatinib,ABCG2,unknown,CHEMBL1171837
raxibacumab,pagA,yes,CHEMBL2108638
bedaquiline,atpE,yes,CHEMBL376488
bedaquiline,CYP3A4,unknown,CHEMBL376488
certolizumab pegol,TNF,yes,CHEMBL1201831
certolizumab pegol,AKR1A1,no,CHEMBL1201831
formestane,CYP3A4,no,CHEMBL132530
fluticasone furoate,NR3C1,yes,CHEMBL1676
fluticasone furoate,PGR,unknown,CHEMBL1676
fluticasone furoate,NR3C2,unknown,CHEMBL1676
fluticasone furoate,CYP3A4,unknown,CHEMBL1676
fluticasone furoate,CYP3A5,unknown,CHEMBL1676
fluticasone furoate,CYP3A7,unknown,CHEMBL1676
fluticasone furoate,CYP2C8,no,CHEMBL1676
fluticasone furoate,SERPINA6,unknown,CHEMBL1676
fluticasone furoate,ABCB1,unknown,CHEMBL1676
fluticasone furoate,SLCO1B1,unknown,CHEMBL1676
fluticasone furoate,ABCB1,unknown,CHEMBL1676
fluticasone furoate,SLCO1B1,no,CHEMBL1676
canagliflozin,SLC5A2,yes,CHEMBL4594217
canagliflozin,SLC5A2,yes,CHEMBL2048484
canagliflozin,UGT1A9,unknown,CHEMBL4594217
canagliflozin,UGT1A9,unknown,CHEMBL2048484
canagliflozin,UGT2B4,unknown,CHEMBL4594217
canagliflozin,UGT2B4,unknown,CHEMBL2048484
canagliflozin,CYP3A4,unknown,CHEMBL4594217
canagliflozin,CYP3A4,unknown,CHEMBL2048484
canagliflozin,ORM1,unknown,CHEMBL4594217
canagliflozin,ORM1,unknown,CHEMBL2048484
canagliflozin,ABCB1,unknown,CHEMBL4594217
canagliflozin,ABCB1,unknown,CHEMBL2048484
canagliflozin,ABCC2,unknown,CHEMBL4594217
canagliflozin,ABCC2,unknown,CHEMBL2048484
canagliflozin,ABCG2,unknown,CHEMBL4594217
canagliflozin,ABCG2,unknown,CHEMBL2048484
dimethyl fumarate,KEAP1,yes,CHEMBL2107333
dimethyl fumarate,RELA,unknown,CHEMBL2107333
glycerol phenylbutyrate,PNLIP,no,CHEMBL2105745
glycerol phenylbutyrate,CYP3A4,unknown,CHEMBL2105745
glycerol phenylbutyrate,CYP2D6,unknown,CHEMBL2105745
pomalidomide,CRBN,yes,CHEMBL43452
pomalidomide,TNF,yes,CHEMBL43452
pomalidomide,PTGS2,yes,CHEMBL43452
pomalidomide,CYP1A2,unknown,CHEMBL43452
pomalidomide,CYP3A4,unknown,CHEMBL43452
pomalidomide,ABCB1,unknown,CHEMBL43452
trametinib,MAP2K1,yes,CHEMBL2103875
trametinib,MAP2K2,yes,CHEMBL2103875
trametinib,CYP2C8,unknown,CHEMBL2103875
trametinib,CYP3A4,unknown,CHEMBL2103875
dabrafenib,BRAF,yes,CHEMBL2028663
dabrafenib,RAF1,yes,CHEMBL2028663
dabrafenib,SIK1,unknown,CHEMBL2028663
dabrafenib,NEK11,unknown,CHEMBL2028663
dabrafenib,LIMK1,unknown,CHEMBL2028663
dabrafenib,CYP3A4,unknown,CHEMBL2028663
dabrafenib,CYP2C8,unknown,CHEMBL2028663
dabrafenib,CYP2B6,unknown,CHEMBL2028663
dabrafenib,CYP2C9,no,CHEMBL2028663
dabrafenib,CYP2C19,unknown,CHEMBL2028663
dabrafenib,CYP1A2,unknown,CHEMBL2028663
dabrafenib,ABCB1,unknown,CHEMBL2028663
dabrafenib,ABCG2,unknown,CHEMBL2028663
dabrafenib,SLCO1B1,unknown,CHEMBL2028663
dabrafenib,SLCO1B3,unknown,CHEMBL2028663
dabrafenib,SLC22A6,unknown,CHEMBL2028663
dabrafenib,SLC22A8,unknown,CHEMBL2028663
aleglitazar,PPARA,yes,CHEMBL519504
aleglitazar,PPARG,yes,CHEMBL519504
aleglitazar,NCOA1,unknown,CHEMBL519504
afatinib,EGFR,yes,CHEMBL1173655
afatinib,ERBB2,yes,CHEMBL1173655
afatinib,ERBB4,yes,CHEMBL1173655
afatinib,ABCB1,unknown,CHEMBL1173655
afatinib,ABCG2,unknown,CHEMBL1173655
levomilnacipran,SLC6A4,yes,CHEMBL99946
levomilnacipran,SLC6A2,yes,CHEMBL99946
levomilnacipran,CYP3A4,unknown,CHEMBL99946
levomilnacipran,CYP2C8,unknown,CHEMBL99946
levomilnacipran,CYP2C19,unknown,CHEMBL99946
levomilnacipran,CYP2D6,unknown,CHEMBL99946
levomilnacipran,CYP2J2,unknown,CHEMBL99946
levomilnacipran,ABCB1,unknown,CHEMBL99946
perospirone,HTR2A,yes,CHEMBL1472975
perospirone,DRD2,yes,CHEMBL1472975
perospirone,HTR1A,yes,CHEMBL1472975
perospirone,HRH1,unknown,CHEMBL1472975
perospirone,DRD4,unknown,CHEMBL1472975
perospirone,ADRA1D,unknown,CHEMBL1472975
perospirone,CYP3A4,unknown,CHEMBL1472975
perospirone,CYP2D6,unknown,CHEMBL1472975
perospirone,CYP2C8,unknown,CHEMBL1472975
perospirone,CYP1A1,unknown,CHEMBL1472975
amperozide,HTR2A,unknown,CHEMBL1079935
dolutegravir,pol,yes,CHEMBL1229211
dolutegravir,UGT1A1,unknown,CHEMBL1229211
dolutegravir,CYP3A7,unknown,CHEMBL1229211
dolutegravir,UGT1A3,no,CHEMBL1229211
dolutegravir,UGT1A9,no,CHEMBL1229211
dolutegravir,SLC22A2,no,CHEMBL1229211
dolutegravir,ABCG2,no,CHEMBL1229211
dolutegravir,SLC22A6,no,CHEMBL1229211
dolutegravir,SLC22A8,no,CHEMBL1229211
dolutegravir,ABCB1,unknown,CHEMBL1229211
dolutegravir,SLC47A1,unknown,CHEMBL1229211
riociguat,GUCY1A2,yes,CHEMBL2107834
riociguat,CYP1A1,no,CHEMBL2107834
riociguat,CYP3A4,unknown,CHEMBL2107834
riociguat,CYP2C8,unknown,CHEMBL2107834
riociguat,CYP2J2,unknown,CHEMBL2107834
riociguat,ALB,unknown,CHEMBL2107834
riociguat,ORM1,unknown,CHEMBL2107834
riociguat,ABCG2,no,CHEMBL2107834
riociguat,ABCB1,no,CHEMBL2107834
macitentan,EDNRA,yes,CHEMBL2103873
macitentan,EDNRB,unknown,CHEMBL2103873
macitentan,CYP3A4,no,CHEMBL2103873
macitentan,CYP2C19,no,CHEMBL2103873
macitentan,CYP2C9,no,CHEMBL2103873
macitentan,CYP2C8,no,CHEMBL2103873
macitentan,ALB,no,CHEMBL2103873
macitentan,ORM2,no,CHEMBL2103873
luliconazole,ERG11,yes,CHEMBL2105689
luliconazole,CYP3A4,no,CHEMBL2105689
luliconazole,CYP2C19,no,CHEMBL2105689
sofosbuvir,NS5b,yes,CHEMBL1259059
sofosbuvir,CTSA,unknown,CHEMBL1259059
sofosbuvir,CES1A1a,no,CHEMBL1259059
sofosbuvir,HINT1,unknown,CHEMBL1259059
sofosbuvir,CMPK1,unknown,CHEMBL1259059
sofosbuvir,NME1,unknown,CHEMBL1259059
sofosbuvir,ABCB1,no,CHEMBL1259059
sofosbuvir,ABCG2,no,CHEMBL1259059
obinutuzumab,MS4A1,yes,CHEMBL1743048
chlorcyclizine,HRH1,yes,CHEMBL22150
indoramin,ADRA1A,unknown,CHEMBL279516
indenolol,CYP2D6,no,CHEMBL153585
indalpine,CYP3A4,no,CHEMBL276520
ifenprodil,GRIN2B,yes,CHEMBL305187
ifenprodil,GRIN1,yes,CHEMBL305187
ifenprodil,KCNJ3,unknown,CHEMBL305187
ifenprodil,KCNJ6,unknown,CHEMBL305187
ifenprodil,KCNJ5,unknown,CHEMBL305187
hexamethonium,CHRNA2,yes,CHEMBL100622
glibornuride,CYP2C9,unknown,CHEMBL529888
gemeprost,PTGER2,unknown,CHEMBL1908315
gemeprost,PTGER3,yes,CHEMBL1908315
fluprednidene,CYP3A4,no,CHEMBL2106763
fluprednidene,CYP3A5,unknown,CHEMBL2106763
fluocortolone,CYP3A4,no,CHEMBL251634
fluocortolone,CYP3A5,unknown,CHEMBL251634
flumequine,CYP1A2,unknown,CHEMBL370252
fendiline,CYP3A4,no,CHEMBL254832
etofenamate,SERPINA7,no,CHEMBL1451633
eperisone,CYP3A4,no,CHEMBL1902981
diosmin,AHR,unknown,CHEMBL231884
diosmin,CYP1A1,unknown,CHEMBL231884
diosmin,CYP2C9,unknown,CHEMBL231884
diosmin,CYP2E1,unknown,CHEMBL231884
diosmin,CYP3A4,unknown,CHEMBL231884
diosmin,ALB,unknown,CHEMBL231884
diosmin,ABCB1,unknown,CHEMBL231884
diosmin,SLCO1B1,unknown,CHEMBL231884
diosmin,SLCO1B3,unknown,CHEMBL231884
diosmin,SLCO2B1,unknown,CHEMBL231884
dimetacrine,ACHE,yes,CHEMBL1328913
clinofibrate,PPARA,unknown,CHEMBL1897738
clinofibrate,PPARG,unknown,CHEMBL1897738
clinofibrate,PPARD,unknown,CHEMBL1897738
befunolol,ADRB1,unknown,CHEMBL153984
befunolol,ADRB2,unknown,CHEMBL153984
befunolol,CYP2D6,no,CHEMBL153984
captodiame,HTR2C,yes,CHEMBL2110809
captodiame,SIGMAR1,yes,CHEMBL2110809
captodiame,DRD3,yes,CHEMBL2110809
butriptyline,SLC6A4,yes,CHEMBL2110816
butriptyline,HRH1,yes,CHEMBL2110816
butriptyline,HTR2A,yes,CHEMBL2110816
brotizolam,GABRQ,yes,CHEMBL32479
brotizolam,GABRG3,yes,CHEMBL32479
brotizolam,CYP3A4,unknown,CHEMBL32479
bromopride,DRD2,yes,CHEMBL399510
bromhexine,TMPRSS2,unknown,CHEMBL253376
bromhexine,ACE2,unknown,CHEMBL253376
bromhexine,ACE2,unknown,CHEMBL253376
bisacodyl,AQP3,unknown,CHEMBL942
bisacodyl,FXYD2,unknown,CHEMBL942
aliskiren,REN,yes,CHEMBL1639
aliskiren,CYP3A4,no,CHEMBL1639
aliskiren,ABCB1,no,CHEMBL1639
ledipasvir,NS5A,yes,CHEMBL2374220
ledipasvir,ABCB1,no,CHEMBL2374220
ledipasvir,ABCG2,no,CHEMBL2374220
secukinumab,IL17A,yes,CHEMBL1743068
vorapaxar,F2R,yes,CHEMBL493982
vorapaxar,CYP3A4,no,CHEMBL493982
vorapaxar,CYP2J2,no,CHEMBL493982
vorapaxar,ABCB1,unknown,CHEMBL493982
miltefosine,ABCB1,unknown,CHEMBL125
miltefosine,PLD1,unknown,CHEMBL125
vedolizumab,ITGA4,yes,CHEMBL1743087
vedolizumab,ITGB7,yes,CHEMBL1743087
suvorexant,HCRTR1,yes,CHEMBL1083659
suvorexant,HCRTR2,yes,CHEMBL1083659
suvorexant,CYP3A4,no,CHEMBL1083659
suvorexant,ABCB1,unknown,CHEMBL1083659
nivolumab,PDCD1,yes,CHEMBL2108738
siltuximab,IL6,yes,CHEMBL1743070
siltuximab,CYP3A4,no,CHEMBL1743070
pembrolizumab,PDCD1,yes,CHEMBL3137343
empagliflozin,SLC5A2,yes,CHEMBL2107830
empagliflozin,UGT2B7,unknown,CHEMBL2107830
empagliflozin,UGT1A3,unknown,CHEMBL2107830
empagliflozin,UGT1A8,unknown,CHEMBL2107830
empagliflozin,UGT1A9,unknown,CHEMBL2107830
empagliflozin,ABCB1,unknown,CHEMBL2107830
empagliflozin,ABCG2,unknown,CHEMBL2107830
empagliflozin,SLC22A8,unknown,CHEMBL2107830
empagliflozin,SLCO1B1,unknown,CHEMBL2107830
empagliflozin,SLCO1B3,unknown,CHEMBL2107830
eliglustat,UGCG,yes,CHEMBL2110588
eliglustat,CYP2D6,unknown,CHEMBL2110588
eliglustat,CYP3A4,unknown,CHEMBL2110588
eliglustat,ABCB1,unknown,CHEMBL2110588
efinaconazole,ERG11,yes,CHEMBL2103877
tavaborole,CDC60,yes,CHEMBL443052
tedizolid phosphate,MAOA,no,CHEMBL2105669
tedizolid phosphate,MAOB,no,CHEMBL2105669
albiglutide,GLP1R,yes,CHEMBL2107841
dulaglutide,GLP1R,yes,CHEMBL2108027
metreleptin,LEPR,yes,CHEMBL2107857
finafloxacin,gyrA,yes,CHEMBL1908370
finafloxacin,parC,yes,CHEMBL1908370
finafloxacin,TOP2A,yes,CHEMBL1908370
netupitant,TACR1,yes,CHEMBL206253
netupitant,CYP3A43,no,CHEMBL206253
netupitant,CYP2C9,no,CHEMBL206253
netupitant,CYP2D6,no,CHEMBL206253
netupitant,CYP3A4,no,CHEMBL206253
netupitant,ABCB1,unknown,CHEMBL206253
naloxegol,OPRM1,yes,CHEMBL2219418
naloxegol,CYP3A4,unknown,CHEMBL2219418
naloxegol,CYP2D6,unknown,CHEMBL2219418
naloxegol,CYP2C19,unknown,CHEMBL2219418
ceftolozane,ponB,yes,CHEMBL2103872
ceftolozane,pbpB,yes,CHEMBL2103872
ceftolozane,ftsI,unknown,CHEMBL2103872
ceftolozane,pbpC,yes,CHEMBL2103872
ceftolozane,mrdA,yes,CHEMBL2103872
blinatumomab,CD19,yes,CHEMBL1742992
blinatumomab,CD3D,yes,CHEMBL1742992
ibrutinib,BTK,yes,CHEMBL1873475
ibrutinib,CYP3A4,unknown,CHEMBL1873475
ibrutinib,CYP3A5,unknown,CHEMBL1873475
ibrutinib,CYP2D6,no,CHEMBL1873475
ibrutinib,ALB,no,CHEMBL1873475
ibrutinib,ORM2,no,CHEMBL1873475
idelalisib,PIK3CD,yes,CHEMBL2216870
idelalisib,AOX1,no,CHEMBL2216870
idelalisib,CYP2C8,no,CHEMBL2216870
idelalisib,CYP2C19,no,CHEMBL2216870
idelalisib,CYP2B6,no,CHEMBL2216870
idelalisib,CYP3A4,no,CHEMBL2216870
idelalisib,CYP3A5,no,CHEMBL2216870
idelalisib,CYP3A43,no,CHEMBL2216870
idelalisib,CYP3A7,no,CHEMBL2216870
idelalisib,UGT1A4,unknown,CHEMBL2216870
idelalisib,ABCG2,no,CHEMBL2216870
idelalisib,ABCB1,no,CHEMBL2216870
idelalisib,SLCO1B1,no,CHEMBL2216870
idelalisib,SLCO1B3,no,CHEMBL2216870
atosiban,OXTR,yes,CHEMBL382301
atosiban,AVPR1A,unknown,CHEMBL382301
atosiban,AVPR1B,unknown,CHEMBL382301
atosiban,AVPR2,unknown,CHEMBL382301
avibactam,bla,yes,CHEMBL1689063
avibactam,blaCTX-M-27,yes,CHEMBL1689063
avibactam,ampC,yes,CHEMBL1689063
avibactam,bla,yes,CHEMBL1689063
avibactam,bla,yes,CHEMBL1689063
avibactam,bla,yes,CHEMBL1689063
avibactam,OXA-48,yes,CHEMBL1689063
avibactam,bla,yes,CHEMBL1689063
avibactam,blaUOE-1,yes,CHEMBL1689063
avibactam,per1,yes,CHEMBL1689063
avibactam,ABCC2,no,CHEMBL1689063
avibactam,SLC22A8,no,CHEMBL1689063
cannabidiol,CNR1,yes,CHEMBL190461
cannabidiol,CNR2,unknown,CHEMBL190461
cannabidiol,GPR12,unknown,CHEMBL190461
cannabidiol,GLRA1,unknown,CHEMBL190461
cannabidiol,GLRB,unknown,CHEMBL190461
cannabidiol,GLRA3,unknown,CHEMBL190461
cannabidiol,GPR18,unknown,CHEMBL190461
cannabidiol,GPR55,unknown,CHEMBL190461
cannabidiol,HTR1A,unknown,CHEMBL190461
cannabidiol,HTR2A,unknown,CHEMBL190461
cannabidiol,CHRNA7,unknown,CHEMBL190461
cannabidiol,OPRD1,unknown,CHEMBL190461
cannabidiol,OPRM1,unknown,CHEMBL190461
cannabidiol,PPARG,unknown,CHEMBL190461
cannabidiol,TRPV1,unknown,CHEMBL190461
cannabidiol,CACNA1G,unknown,CHEMBL190461
cannabidiol,CACNA1H,unknown,CHEMBL190461
cannabidiol,CACNA1I,unknown,CHEMBL190461
cannabidiol,TRPA1,unknown,CHEMBL190461
cannabidiol,TRPM8,unknown,CHEMBL190461
cannabidiol,TRPV2,unknown,CHEMBL190461
cannabidiol,TRPV3,unknown,CHEMBL190461
cannabidiol,TRPV4,unknown,CHEMBL190461
cannabidiol,VDAC1,unknown,CHEMBL190461
cannabidiol,HTR3A,unknown,CHEMBL190461
cannabidiol,ADORA1,unknown,CHEMBL190461
cannabidiol,PTGS1,unknown,CHEMBL190461
cannabidiol,PTGS2,unknown,CHEMBL190461
cannabidiol,ACAT1,unknown,CHEMBL190461
cannabidiol,CYP17A1,unknown,CHEMBL190461
cannabidiol,HMGCR,unknown,CHEMBL190461
cannabidiol,GSR,unknown,CHEMBL190461
cannabidiol,GPX1,unknown,CHEMBL190461
cannabidiol,IDO1,unknown,CHEMBL190461
cannabidiol,CYP1B1,unknown,CHEMBL190461
cannabidiol,NQO1,unknown,CHEMBL190461
cannabidiol,CAT,unknown,CHEMBL190461
cannabidiol,CYP3A5,unknown,CHEMBL190461
cannabidiol,CYP2D6,unknown,CHEMBL190461
cannabidiol,SOD1,unknown,CHEMBL190461
cannabidiol,CYP1A2,unknown,CHEMBL190461
cannabidiol,CYP3A7,unknown,CHEMBL190461
cannabidiol,AANAT,unknown,CHEMBL190461
cannabidiol,NAAA,unknown,CHEMBL190461
cannabidiol,CYP2C9,no,CHEMBL190461
cannabidiol,CYP2C19,unknown,CHEMBL190461
cannabidiol,CYP2D6,unknown,CHEMBL190461
cannabidiol,CYP3A4,unknown,CHEMBL190461
cannabidiol,CYP3A5,unknown,CHEMBL190461
cannabidiol,AANAT,unknown,CHEMBL190461
cannabidiol,CYP1A1,unknown,CHEMBL190461
cannabidiol,FAAH,unknown,CHEMBL190461
cannabidiol,ALOX5,unknown,CHEMBL190461
cannabidiol,ALOX15,unknown,CHEMBL190461
cannabidiol,CRYZ,unknown,CHEMBL190461
cannabidiol,ABCC1,unknown,CHEMBL190461
cannabidiol,ABCG2,unknown,CHEMBL190461
cannabidiol,SLC29A1,unknown,CHEMBL190461
ceritinib,ALK,yes,CHEMBL2403108
ceritinib,CYP2C9,unknown,CHEMBL2403108
ceritinib,CYP3A4,no,CHEMBL2403108
ceritinib,ABCB1,no,CHEMBL2403108
ciprofibrate,PPARA,unknown,CHEMBL557555
cobicistat,CYP2D6,no,CHEMBL2095208
cobicistat,CYP3A4,yes,CHEMBL2095208
cobicistat,CYP3A5,yes,CHEMBL2095208
cobicistat,CYP3A7,yes,CHEMBL2095208
cobicistat,CYP3A43,yes,CHEMBL2095208
cobicistat,ABCB1,yes,CHEMBL2095208
cobicistat,ABCG2,yes,CHEMBL2095208
cobicistat,SLCO1B1,unknown,CHEMBL2095208
cobicistat,SLCO1B3,unknown,CHEMBL2095208
corifollitropin alfa,FSHR,yes,CHEMBL2108185
corticorelin ovine triflutate,CRHR1,yes,CHEMBL1201591
vortioxetine,SLC6A4,yes,CHEMBL2104993
vortioxetine,HTR3A,yes,CHEMBL2104993
vortioxetine,HTR7,yes,CHEMBL2104993
vortioxetine,HTR1B,yes,CHEMBL2104993
vortioxetine,HTR1A,yes,CHEMBL2104993
vortioxetine,ADRB1,unknown,CHEMBL2104993
vortioxetine,SLC6A2,unknown,CHEMBL2104993
vortioxetine,CYP2D6,no,CHEMBL2104993
vortioxetine,CYP3A4,no,CHEMBL2104993
vortioxetine,CYP3A5,no,CHEMBL2104993
vortioxetine,CYP2C19,no,CHEMBL2104993
vortioxetine,CYP2C9,no,CHEMBL2104993
vortioxetine,CYP2A6,no,CHEMBL2104993
vortioxetine,CYP2C8,no,CHEMBL2104993
vortioxetine,CYP2B6,no,CHEMBL2104993
trimetazidine,ACAA2,unknown,CHEMBL203266
trimetazidine,ALB,unknown,CHEMBL203266
tibolone,ESR1,yes,CHEMBL2103774
tibolone,STS,unknown,CHEMBL2103774
tibolone,HSD3B1,unknown,CHEMBL2103774
tibolone,HSD3B2,unknown,CHEMBL2103774
tibolone,SULT1A1,unknown,CHEMBL2103774
tasimelteon,MTNR1A,yes,CHEMBL2103822
tasimelteon,MTNR1B,yes,CHEMBL2103822
tasimelteon,CYP3A4,no,CHEMBL2103822
tasimelteon,CYP1A2,unknown,CHEMBL2103822
sodium oxybate,ALDH5A1,no,CHEMBL1200682
sodium oxybate,ADHFE1,no,CHEMBL1200682
palbociclib,CDK4,yes,CHEMBL189963
palbociclib,CDK6,yes,CHEMBL189963
palbociclib,CYP3A4,no,CHEMBL189963
palbociclib,SULT2A1,no,CHEMBL189963
palbociclib,ALB,no,CHEMBL189963
palbociclib,ABCB1,no,CHEMBL189963
palbociclib,ABCG2,no,CHEMBL189963
palbociclib,SLC22A1,no,CHEMBL189963
olaparib,PARP1,yes,CHEMBL521686
olaparib,PARP2,yes,CHEMBL521686
olaparib,PARP3,yes,CHEMBL521686
olaparib,CYP3A4,unknown,CHEMBL521686
olaparib,CYP2B6,unknown,CHEMBL521686
olaparib,CYP3A5,unknown,CHEMBL521686
olaparib,ABCB1,no,CHEMBL521686
olaparib,ABCG2,no,CHEMBL521686
edoxaban,F10,yes,CHEMBL1269025
edoxaban,ABCB1,no,CHEMBL1269025
umeclidinium,CHRM1,no,CHEMBL1187833
umeclidinium,CHRM2,yes,CHEMBL1187833
umeclidinium,CHRM3,yes,CHEMBL1187833
umeclidinium,CHRM4,no,CHEMBL1187833
umeclidinium,CHRM5,no,CHEMBL1187833
umeclidinium,CYP2D6,no,CHEMBL1187833
umeclidinium,ABCB1,no,CHEMBL1187833
lenvatinib,FLT1,yes,CHEMBL1289601
lenvatinib,KDR,yes,CHEMBL1289601
lenvatinib,FLT4,yes,CHEMBL1289601
lenvatinib,FGFR1,yes,CHEMBL1289601
lenvatinib,FGFR2,yes,CHEMBL1289601
lenvatinib,FGFR3,yes,CHEMBL1289601
lenvatinib,FGFR4,yes,CHEMBL1289601
lenvatinib,PDGFRA,yes,CHEMBL1289601
lenvatinib,RET,yes,CHEMBL1289601
lenvatinib,KIT,yes,CHEMBL1289601
lenvatinib,CYP3A4,no,CHEMBL1289601
lenvatinib,AOX1,no,CHEMBL1289601
lenvatinib,CYP2C8,unknown,CHEMBL1289601
lenvatinib,CYP2C9,unknown,CHEMBL1289601
lenvatinib,CYP1A2,unknown,CHEMBL1289601
lenvatinib,CYP2B6,unknown,CHEMBL1289601
lenvatinib,CYP2C19,unknown,CHEMBL1289601
lenvatinib,CYP2D6,unknown,CHEMBL1289601
lenvatinib,ABCB1,no,CHEMBL1289601
lenvatinib,ABCG2,no,CHEMBL1289601
lenvatinib,SLC22A6,unknown,CHEMBL1289601
lenvatinib,SLC22A8,unknown,CHEMBL1289601
